t,Z,std
1,0.0007091145936700247,0.00982395407563893
2,0.0010868887169896068,0.010975860794091562
3,-0.0002233379066867769,0.00995107267962628
4,0.001206286169751696,0.009730512869233423
5,0.0008606516905767223,0.009259165320221361
6,0.0006352213870772128,0.009459562816145151
7,-7.814520281376226e-6,0.009013646090259413
8,3.2294550471263745e-5,0.01086079383193656
9,0.0012907875338427108,0.010420820008932572
10,-3.265142678800694e-5,0.009304245488619222
11,-0.0006223565652424931,0.011818521941709473
12,-0.0005858534824086328,0.009357521726370225
13,-0.00014511336633273362,0.009301237617236797
14,0.00029337095864741714,0.00948880369726855
15,7.621410606903314e-5,0.010090820393301916
16,0.0013146631731593764,0.010568205365830155
17,0.0003662175948857277,0.00988095828074288
18,-0.0014467099593226042,0.009984098778795213
19,3.5223522315067714e-5,0.009312483879716938
20,-0.00037594506710640385,0.010644367092727494
21,-0.001226612110058604,0.009327777307369908
22,0.0016142378749847293,0.009741953300279002
23,-0.0005645369982111324,0.01118215994371569
24,-0.0003339924119966033,0.01141463449281712
25,0.000343629371561057,0.010817499752280963
26,-0.0008483412952509331,0.008934324755003461
27,-0.0008968312809442329,0.009544482124744121
28,-0.0004737417077358938,0.009937800422611578
29,0.0008561342412066097,0.01058527134737808
30,-0.0017352493603929183,0.009868289557871432
31,-0.00035650683667734425,0.010028570340847849
32,0.00012977897948278195,0.009525163562551148
33,-0.0011113847082508627,0.010698700416467309
34,0.000107199913878123,0.009742251085772596
35,-0.0006698122717119403,0.011034108776756046
36,-0.0018440205079968625,0.010459750230425027
37,-0.0006389477961268578,0.009722108395064122
38,0.0005860125213827025,0.010271272463401258
39,0.0016151565063025491,0.009663673214365457
40,0.0004516724406323912,0.010060967618083328
41,0.0005134657239349786,0.009767784835316616
42,0.00019176979894321513,0.010000416864178654
43,-0.0019147794198503291,0.010223338133081242
44,-1.778586702313776e-5,0.010956272982859897
45,0.0011793765926844508,0.00993769574443351
46,-0.0004898551664237552,0.012041377878159133
47,0.0007915619881888877,0.009878035983945918
48,0.0002253276555078991,0.010479514556803736
49,0.0014698245850977396,0.009649514015768385
50,-0.001221889211700255,0.00973477913580952
51,-0.0010270442724939627,0.011221485981396117
52,0.0009163785129232905,0.011524686719709463
53,-0.00030870945504498856,0.009644506055653836
54,0.0008193423370150699,0.009129363035674003
55,0.0011293431802285793,0.009756552637833836
56,-0.0006796450017420673,0.009848854474562603
57,-4.585300899835519e-5,0.010177936652577643
58,-0.0002844686185001652,0.010066899224426345
59,0.0006947613156318893,0.009411350219221137
60,0.000596072637183376,0.010654154779132305
61,0.0001243438961462464,0.009577085456874532
62,-3.409777121673469e-5,0.010254972744563528
63,-0.0020912826075793712,0.009849129066164105
64,-0.0010949484053422208,0.010251802105794489
65,0.0013407325824560258,0.010661401795474756
66,-0.00018419075523975768,0.009828353364773822
67,-0.0025619454509253976,0.010999816004074223
68,0.0011913157020399725,0.01027436924327014
69,-0.0005872887931997937,0.009744703509934114
70,-0.0009088555165984661,0.009942623404845783
71,0.0018383898238813737,0.00972464119672772
72,-0.0011310047479788005,0.01086141586501012
73,-0.0015810879890782359,0.00933465456243225
74,0.0003445042788106443,0.009914657185229945
75,-0.0006644512058038379,0.009432613950580768
76,0.0022612669991728352,0.008566609558588924
77,0.0002956881552685644,0.010260860280743888
78,-0.0027498059642291684,0.00917153803909886
79,-0.002309138335438254,0.009995708324018781
80,-0.0010139908906731648,0.010365130449872742
81,0.00028906333361326163,0.009428961689145112
82,0.000207343247674105,0.010994637296647179
83,0.001421170716032091,0.009818726832924968
84,0.00026515008158552877,0.009973632976729702
85,0.0005701954716496974,0.010847944319320247
86,-0.0015350383120038072,0.010569139756160008
87,7.156618037944887e-6,0.011210960105426012
88,0.0014255513658864266,0.009881185386594365
89,-0.0020599313990430617,0.009681948382201731
90,-0.0006473011333288585,0.010980655010471768
91,0.00022477613758071087,0.010716092703449554
92,-0.00046866877511179787,0.010256848797616826
93,-0.0013938757257553264,0.009844287356198777
94,0.00038029306061816427,0.00877152570270506
95,0.00025156850111030096,0.010469039962949745
96,-0.00024392249586194944,0.009926854300328901
97,0.00041400722088921787,0.009294463811925037
98,0.0015712492711935544,0.010352768148957584
99,0.0010771525078996922,0.010915303695406211
100,-5.2293383060223185e-5,0.010535162044763579
