t,Z,std
1,0.0026169723819066287,0.009382208921057279
2,7.998401618726239e-5,0.011958438565426855
3,-0.00055820430637739,0.009410395558444988
4,0.00012523340792607778,0.009351452254450216
5,0.0003126763273012008,0.009125538821297872
6,-0.0008234229081972706,0.009369186554216336
7,0.00014611636908228593,0.009712140240806279
8,-0.0013975408081110272,0.0101112892781237
9,0.0027104610901543293,0.010838810839025497
10,0.0005735220495447028,0.010530034474482287
11,0.0007811904715024254,0.0111529018904601
12,0.0006643804311620297,0.010501796648690746
13,-0.00011248630033564618,0.010095831187178028
14,-0.0023573270907556133,0.011465418500541107
15,0.0006432472700887587,0.00942757542644827
16,0.00037196655092889446,0.010350882201763032
17,0.0014177879833021426,0.010196922750057217
18,0.0005202416442029046,0.01009295297742401
19,1.8902095560878048e-5,0.008983524676702409
20,0.00016871545967808417,0.010888391215086984
21,0.00043913925204738325,0.010434555759186032
22,-0.00039210455258520296,0.0110981220329373
23,-0.0003696978419261797,0.010043906750730575
24,0.000981875425086135,0.009199631511657232
25,0.0009619104090146897,0.009841395472409704
26,-0.000688887100197352,0.008874546424549665
27,-0.0006848269265693199,0.0105356554188915
28,-0.001432938608468553,0.01044640919781333
29,0.00020416346471659264,0.010029745433554166
30,-0.0015061739129620954,0.010953227839601674
31,0.00046971574386601213,0.010240430838564097
32,-0.0003961249577615152,0.008977344146239179
33,-0.0033968378249193986,0.010622304563705767
34,-0.00011848262657903862,0.010177535470764455
35,0.00014251995677358844,0.008614818981843901
36,-0.0005387619742960937,0.01133210869628191
37,0.0003541998218706298,0.010618556627961018
38,-0.001631965497927952,0.010302452016292638
39,-0.0008602910077657659,0.010204042051665483
40,0.001144002421502776,0.009311987119438722
41,0.0014235321472972804,0.010273695574244528
42,0.0012891293253554262,0.010443004599859368
43,1.4050750489154164e-5,0.010778419926735682
44,0.00038082156694671033,0.010414845399258937
45,-0.0007495794729695596,0.010291592084962749
46,-0.0007127911349720151,0.008980354702010992
47,0.0008302073262976738,0.01042211786372117
48,-0.00041570454899190486,0.009468105572688937
49,-0.00023997188229634575,0.00945794542527145
50,0.0001050445238107088,0.009782767738134586
51,0.001083920866162697,0.00951096254128569
52,-0.00020242133709357624,0.009719374456961815
53,0.0005216777292972751,0.008825322251888434
54,-0.00013661771174671016,0.010893712485284
55,0.002575602831709549,0.008779147470396384
56,-0.0009250062841499868,0.01089622260532131
57,0.002227546430063195,0.010253554323294278
58,0.0005520699030080269,0.01067346114296203
59,0.0005216853951400409,0.01020506215453483
60,-0.0007100052340270024,0.011158094186929656
61,0.0005646233906566829,0.010135104234358044
62,-0.0001482062497662602,0.00915590355256467
63,0.0013491715390576808,0.010685560204174488
64,0.0029496675832624037,0.010298862816087662
65,-0.0002620855284103402,0.010720121201936529
66,0.0019582544944507585,0.009694008920733563
67,0.0001721440686880194,0.008403122139070648
68,-0.0006127912290515713,0.010411336290444119
69,0.0009099634712975746,0.009119972929008438
70,0.0005238490737757972,0.009713048758779515
71,0.00047083908918969575,0.009178620382406369
72,0.0009402239396233984,0.009865729570705821
73,0.0006385650194483158,0.010026134124305598
74,0.00032433159751192315,0.010807269174165747
75,0.0009019317815321141,0.009974256352740267
76,0.00048189198261220853,0.010029181402065986
77,-0.0004182142054438166,0.010500568649352638
78,0.001503386013260502,0.011054309544451085
79,0.0015149912605017907,0.008392996251470879
80,0.0018892111304355038,0.009443498232022935
81,-0.0006181791758213588,0.009049626923487469
82,0.0006776091459125637,0.00969914575673589
83,0.001861929865442564,0.011287867479862946
84,-0.001884077118235297,0.009863338300777775
85,4.968344128952962e-5,0.009494085513629309
86,0.00040603924861003053,0.009990195251256698
87,-0.00046653473403573676,0.009983441191476268
88,-0.0013146732996645405,0.01128722524653225
89,-0.0006576278225360767,0.010660975463258874
90,-4.1054601169115855e-5,0.011044752989230588
91,-0.0014523239480523692,0.009644444117821279
92,0.0008045744662980887,0.009789793963826232
93,-0.0005801564258991328,0.010566055352662532
94,0.001697458253429357,0.009352383167847271
95,0.0001209432378228478,0.010521493046776163
96,-0.0002232913874071201,0.009516247395537882
97,5.4971534993121275e-5,0.011013569184552997
98,-0.0013192467348495912,0.010313771882732532
99,0.0005828631787459573,0.009219314170530664
100,-0.001568835713240179,0.01072184412991817
